GenericDrugName	SideeffectTerm	Source
indinavir	polyneuropathy	OFFSIDES
indinavir	psoriasis	OFFSIDES
indinavir	infection	OFFSIDES
indinavir	angina pectoris	SIDER
indinavir	arthralgia	SIDER
indinavir	acute coronary syndrome	SIDER
indinavir	hyperglycaemia	SIDER
indinavir	cardiac murmur	OFFSIDES
indinavir	dysaesthesia	OFFSIDES
indinavir	abnormal behaviour	OFFSIDES
indinavir	malignant melanoma	OFFSIDES
indinavir	alopecia	SIDER
indinavir	drug ineffective	OFFSIDES
indinavir	haemorrhage	SIDER
indinavir	erythema nodosum	OFFSIDES
indinavir	ataxia	OFFSIDES
indinavir	blood urea increased	OFFSIDES
indinavir	musculoskeletal discomfort	SIDER
indinavir	haematochezia	OFFSIDES
indinavir	gynaecomastia	OFFSIDES
indinavir	pulmonary hypertension	OFFSIDES
indinavir	panic attack	OFFSIDES
indinavir	cerebellar syndrome	OFFSIDES
indinavir	productive cough	OFFSIDES
indinavir	tongue discolouration	OFFSIDES
indinavir	vasculitis	SIDER
indinavir	acute respiratory distress syndrome	OFFSIDES
lisinopril	transient ischaemic attack	OFFSIDES
lisinopril	candida infection	OFFSIDES
lisinopril	bipolar disorder	OFFSIDES
lisinopril	polycythaemia	OFFSIDES
lisinopril	haemorrhoids	OFFSIDES
lisinopril	chromaturia	OFFSIDES
lisinopril	breast pain	OFFSIDES
lisinopril	arthritis	SIDER
lisinopril	dry skin	OFFSIDES
lisinopril	hypoxia	OFFSIDES
lisinopril	burning sensation	OFFSIDES
lisinopril	nephrolithiasis	OFFSIDES
lisinopril	emphysema	OFFSIDES
lisinopril	osteoarthritis	OFFSIDES
lisinopril	regurgitation	OFFSIDES
lisinopril	colitis	OFFSIDES
lisinopril	anxiety	OFFSIDES
lisinopril	hallucination	SIDER
lisinopril	bronchitis	OFFSIDES
lisinopril	hyperaesthesia	OFFSIDES
lisinopril	ulcer	OFFSIDES
lisinopril	dry eye	OFFSIDES
lisinopril	actinic keratosis	OFFSIDES
lisinopril	encephalopathy	OFFSIDES
lisinopril	chromatopsia	OFFSIDES
lisinopril	balance disorder	OFFSIDES
lisinopril	erythema	OFFSIDES
lisinopril	tumour lysis syndrome	OFFSIDES
lisinopril	leukocytosis	SIDER
lisinopril	international normalised ratio increased	OFFSIDES
lisinopril	pollakiuria	OFFSIDES
lisinopril	colitis ischaemic	OFFSIDES
lisinopril	brain oedema	OFFSIDES
lisinopril	diplopia	OFFSIDES
lisinopril	malnutrition	SIDER
lisinopril	incontinence	OFFSIDES
lisinopril	blood potassium increased	OFFSIDES
lisinopril	musculoskeletal stiffness	OFFSIDES
lisinopril	cardiomyopathy	OFFSIDES
lisinopril	cardiac failure	OFFSIDES
lisinopril	abnormal dreams	OFFSIDES
lisinopril	non-cardiac chest pain	OFFSIDES
lisinopril	herpes simplex	OFFSIDES
lisinopril	hepatobiliary disease	SIDER
lisinopril	seborrhoeic keratosis	OFFSIDES
lisinopril	duodenitis	OFFSIDES
lisinopril	cyst	OFFSIDES
lisinopril	blood glucose decreased	OFFSIDES
lisinopril	confusional state	SIDER
lisinopril	breast disorder	SIDER
lisinopril	skin disorder	SIDER
lisinopril	peripheral sensory neuropathy	OFFSIDES
lisinopril	gastroenteritis	OFFSIDES
lisinopril	skin discolouration	OFFSIDES
lisinopril	myalgia	SIDER
lisinopril	pain	OFFSIDES
lisinopril	musculoskeletal chest pain	OFFSIDES
lisinopril	bursitis	OFFSIDES
lisinopril	lichenoid keratosis	OFFSIDES
lisinopril	pleural effusion	OFFSIDES
lisinopril	mediastinal disorder	SIDER
lisinopril	tinnitus	OFFSIDES
lisinopril	arthropathy	OFFSIDES
lisinopril	diverticulitis	OFFSIDES
lisinopril	increased appetite	OFFSIDES
lisinopril	impaired healing	OFFSIDES
lisinopril	dehydration	OFFSIDES
lisinopril	rhonchi	OFFSIDES
lisinopril	neuralgia	OFFSIDES
lisinopril	aneurysm	OFFSIDES
lisinopril	urinary tract disorder	SIDER
lisinopril	osteoporosis	OFFSIDES
lisinopril	lung infiltration	OFFSIDES
lisinopril	blood triglycerides increased	OFFSIDES
lisinopril	cataract	OFFSIDES
lisinopril	cellulitis	OFFSIDES
lisinopril	mental disorder	SIDER
lisinopril	joint stiffness	OFFSIDES
lisinopril	bradycardia	OFFSIDES
lisinopril	flank pain	OFFSIDES
lisinopril	atelectasis	OFFSIDES
lisinopril	abdominal pain upper	OFFSIDES
lisinopril	pneumothorax	OFFSIDES
lisinopril	extrasystoles	OFFSIDES
lisinopril	osteomyelitis	OFFSIDES
lisinopril	sinus bradycardia	OFFSIDES
lisinopril	neuropathy peripheral	OFFSIDES
lisinopril	tardive dyskinesia	OFFSIDES
lisinopril	gastrointestinal disorder	SIDER
lisinopril	arrhythmia	OFFSIDES
lisinopril	angiopathy	SIDER
lisinopril	breast discharge	OFFSIDES
lisinopril	hypoaesthesia	OFFSIDES
lisinopril	asthma	OFFSIDES
lisinopril	amnesia	OFFSIDES
lisinopril	abdominal discomfort	OFFSIDES
lisinopril	dental caries	OFFSIDES
lisinopril	pigmentation disorder	OFFSIDES
lisinopril	major depression	OFFSIDES
lisinopril	tooth infection	OFFSIDES
lisinopril	glaucoma	OFFSIDES
lisinopril	bone disorder	OFFSIDES
lisinopril	dysphonia	OFFSIDES
lisinopril	drug hypersensitivity	OFFSIDES
lisinopril	dermatitis exfoliative	OFFSIDES
lisinopril	intestinal perforation	OFFSIDES
lisinopril	tendon disorder	OFFSIDES
lisinopril	micturition disorder	OFFSIDES
lisinopril	urethral disorder	SIDER
lisinopril	hypertonia	OFFSIDES
lisinopril	prostatitis	OFFSIDES
lisinopril	arthralgia	SIDER
lisinopril	bone pain	OFFSIDES
lisinopril	faecaloma	OFFSIDES
lisinopril	haematoma	OFFSIDES
lisinopril	duodenal ulcer	OFFSIDES
lisinopril	hypokalaemia	OFFSIDES
lisinopril	malignant melanoma	OFFSIDES
lisinopril	menopausal symptoms	OFFSIDES
lisinopril	skin hypertrophy	OFFSIDES
lisinopril	staphylococcal infection	OFFSIDES
lisinopril	retinal degeneration	OFFSIDES
lisinopril	cholecystitis	OFFSIDES
lisinopril	respiratory failure	OFFSIDES
lisinopril	gastrointestinal perforation	OFFSIDES
lisinopril	angioedema	OFFSIDES
lisinopril	dysuria	OFFSIDES
lisinopril	photosensitivity reaction	SIDER
lisinopril	ataxia	OFFSIDES
lisinopril	arteriosclerosis	OFFSIDES
lisinopril	electrocardiogram qt prolonged	OFFSIDES
lisinopril	haematochezia	OFFSIDES
lisinopril	iron deficiency anaemia	OFFSIDES
lisinopril	gynaecomastia	OFFSIDES
lisinopril	skin lesion	OFFSIDES
lisinopril	vasculitis	SIDER
lisinopril	vulvovaginal candidiasis	OFFSIDES
donepezil	atrioventricular block complete	OFFSIDES
donepezil	miosis	OFFSIDES
donepezil	protein total decreased	OFFSIDES
donepezil	torsade de pointes	OFFSIDES
donepezil	depressed level of consciousness	OFFSIDES
donepezil	hypoxia	OFFSIDES
donepezil	diplopia	OFFSIDES
donepezil	incontinence	OFFSIDES
donepezil	blood potassium increased	OFFSIDES
donepezil	peripheral ischaemia	OFFSIDES
donepezil	erythema multiforme	OFFSIDES
donepezil	herpes simplex	OFFSIDES
donepezil	pancreatitis	SIDER
donepezil	immune system disorder	OFFSIDES
donepezil	haemolytic anaemia	SIDER
donepezil	lethargy	OFFSIDES
donepezil	aplasia pure red cell	OFFSIDES
donepezil	coma	OFFSIDES
donepezil	laceration	OFFSIDES
donepezil	hepatitis	SIDER
donepezil	sudden death	OFFSIDES
donepezil	sinus bradycardia	OFFSIDES
donepezil	ear infection	OFFSIDES
donepezil	arrhythmia	OFFSIDES
donepezil	speech disorder	OFFSIDES
donepezil	blood urine present	OFFSIDES
donepezil	fluid overload	OFFSIDES
donepezil	procedural pain	OFFSIDES
donepezil	cognitive disorder	OFFSIDES
donepezil	neuroleptic malignant syndrome	SIDER
donepezil	azotaemia	OFFSIDES
donepezil	abnormal behaviour	OFFSIDES
donepezil	pallor	OFFSIDES
donepezil	cholecystitis	SIDER
donepezil	respiratory failure	OFFSIDES
donepezil	electrocardiogram qt prolonged	OFFSIDES
donepezil	blood albumin decreased	OFFSIDES
doxazosin	blood bilirubin increased	OFFSIDES
doxazosin	candida infection	OFFSIDES
doxazosin	jaundice	SIDER
doxazosin	decreased appetite	SIDER
doxazosin	hypokinesia	OFFSIDES
doxazosin	chromaturia	OFFSIDES
doxazosin	leukopenia	SIDER
doxazosin	depressed level of consciousness	OFFSIDES
doxazosin	disseminated intravascular coagulation	OFFSIDES
doxazosin	nasal congestion	OFFSIDES
doxazosin	nephrolithiasis	SIDER
doxazosin	emphysema	OFFSIDES
doxazosin	hepatitis cholestatic	SIDER
doxazosin	actinic keratosis	OFFSIDES
doxazosin	encephalopathy	OFFSIDES
doxazosin	blood creatinine increased	OFFSIDES
doxazosin	tumour lysis syndrome	OFFSIDES
doxazosin	abscess	OFFSIDES
doxazosin	sinusitis	OFFSIDES
doxazosin	hot flush	SIDER
doxazosin	parosmia	SIDER
doxazosin	bronchospasm	SIDER
doxazosin	international normalised ratio increased	OFFSIDES
doxazosin	colitis ischaemic	OFFSIDES
doxazosin	blood potassium increased	OFFSIDES
doxazosin	musculoskeletal stiffness	OFFSIDES
doxazosin	urticaria	SIDER
doxazosin	gastrointestinal haemorrhage	SIDER
doxazosin	acidosis	OFFSIDES
doxazosin	non-hodgkin's lymphoma	OFFSIDES
doxazosin	blood glucose decreased	OFFSIDES
doxazosin	renal impairment	OFFSIDES
doxazosin	skin disorder	SIDER
doxazosin	cough	OFFSIDES
doxazosin	gastroenteritis	OFFSIDES
doxazosin	pulmonary congestion	OFFSIDES
doxazosin	aplasia pure red cell	OFFSIDES
doxazosin	impetigo	OFFSIDES
doxazosin	coma	OFFSIDES
doxazosin	lacrimation increased	OFFSIDES
doxazosin	sleep disorder	OFFSIDES
doxazosin	bladder cancer	OFFSIDES
doxazosin	nocturia	SIDER
doxazosin	dehydration	OFFSIDES
doxazosin	hepatitis	SIDER
doxazosin	priapism	SIDER
doxazosin	metabolic acidosis	OFFSIDES
doxazosin	atrioventricular block first degree	OFFSIDES
doxazosin	nasal discomfort	OFFSIDES
doxazosin	vascular purpura	SIDER
doxazosin	mental disorder	OFFSIDES
doxazosin	dry throat	OFFSIDES
doxazosin	peritonitis	OFFSIDES
doxazosin	bradycardia	SIDER
doxazosin	erythema of eyelid	OFFSIDES
doxazosin	cholestasis	SIDER
doxazosin	atelectasis	OFFSIDES
doxazosin	extrasystoles	OFFSIDES
doxazosin	osteomyelitis	OFFSIDES
doxazosin	atrial flutter	OFFSIDES
doxazosin	speech disorder	OFFSIDES
doxazosin	cardiogenic shock	OFFSIDES
doxazosin	thrombocytopenia	SIDER
doxazosin	abdominal discomfort	SIDER
doxazosin	agitation	SIDER
doxazosin	eczema	OFFSIDES
doxazosin	altered state of consciousness	OFFSIDES
doxazosin	hair colour changes	OFFSIDES
doxazosin	cerebrovascular accident	SIDER
doxazosin	atrioventricular block	OFFSIDES
doxazosin	mucous membrane disorder	OFFSIDES
doxazosin	dysphonia	OFFSIDES
doxazosin	vision blurred	SIDER
doxazosin	dermatitis exfoliative	OFFSIDES
doxazosin	micturition disorder	SIDER
doxazosin	infection	OFFSIDES
doxazosin	haematoma	OFFSIDES
doxazosin	cardiac murmur	OFFSIDES
doxazosin	duodenal ulcer	OFFSIDES
doxazosin	hypokalaemia	OFFSIDES
doxazosin	anaemia	OFFSIDES
doxazosin	alopecia	SIDER
doxazosin	eye pruritus	OFFSIDES
doxazosin	purpura	SIDER
doxazosin	menopausal symptoms	SIDER
doxazosin	skin hypertrophy	OFFSIDES
doxazosin	respiratory failure	OFFSIDES
doxazosin	dysuria	OFFSIDES
doxazosin	micturition urgency	OFFSIDES
doxazosin	liver function test abnormal	SIDER
doxazosin	blood urea increased	OFFSIDES
doxazosin	arteriosclerosis	OFFSIDES
doxazosin	iron deficiency anaemia	OFFSIDES
doxazosin	gynaecomastia	SIDER
doxazosin	pulmonary hypertension	OFFSIDES
doxazosin	skin lesion	OFFSIDES
doxazosin	productive cough	OFFSIDES
doxepin	aggression	OFFSIDES
doxepin	transient ischaemic attack	OFFSIDES
doxepin	proctitis	OFFSIDES
doxepin	candida infection	OFFSIDES
doxepin	miosis	OFFSIDES
doxepin	breast pain	OFFSIDES
doxepin	movement disorder	OFFSIDES
doxepin	tongue disorder	OFFSIDES
doxepin	arthritis	OFFSIDES
doxepin	hyporeflexia	OFFSIDES
doxepin	depressed level of consciousness	OFFSIDES
doxepin	basal cell carcinoma	OFFSIDES
doxepin	hypoxia	OFFSIDES
doxepin	completed suicide	OFFSIDES
doxepin	nephrolithiasis	OFFSIDES
doxepin	emphysema	OFFSIDES
doxepin	osteoarthritis	OFFSIDES
doxepin	cardiovascular disorder	OFFSIDES
doxepin	ejaculation failure	OFFSIDES
doxepin	hyperaesthesia	OFFSIDES
doxepin	coordination abnormal	OFFSIDES
doxepin	ulcer	OFFSIDES
doxepin	encephalopathy	OFFSIDES
doxepin	asthenopia	OFFSIDES
doxepin	blood creatine phosphokinase increased	OFFSIDES
doxepin	breast tenderness	OFFSIDES
doxepin	tension headache	OFFSIDES
doxepin	abscess	OFFSIDES
doxepin	clostridium difficile colitis	OFFSIDES
doxepin	dyspareunia	OFFSIDES
doxepin	stevens-johnson syndrome	OFFSIDES
doxepin	pollakiuria	OFFSIDES
doxepin	rhinitis	OFFSIDES
doxepin	incontinence	OFFSIDES
doxepin	apraxia	OFFSIDES
doxepin	cardiomyopathy	OFFSIDES
doxepin	polyuria	OFFSIDES
doxepin	cyanosis	OFFSIDES
doxepin	herpes virus infection	OFFSIDES
doxepin	excoriation	OFFSIDES
doxepin	herpes simplex	OFFSIDES
doxepin	cyst	OFFSIDES
doxepin	pancreatitis	OFFSIDES
doxepin	affective disorder	OFFSIDES
doxepin	blood glucose decreased	OFFSIDES
doxepin	dysphoria	OFFSIDES
doxepin	injection site erythema	OFFSIDES
doxepin	withdrawal syndrome	OFFSIDES
doxepin	pulmonary congestion	OFFSIDES
doxepin	abdominal distension	OFFSIDES
doxepin	diverticulitis	OFFSIDES
doxepin	coma	OFFSIDES
doxepin	lacrimation increased	OFFSIDES
doxepin	sleep disorder	OFFSIDES
doxepin	enteritis	OFFSIDES
doxepin	impaired healing	OFFSIDES
doxepin	dehydration	OFFSIDES
doxepin	snoring	OFFSIDES
doxepin	hepatitis	OFFSIDES
doxepin	metabolic acidosis	OFFSIDES
doxepin	haemorrhage intracranial	OFFSIDES
doxepin	breast cancer	OFFSIDES
doxepin	paraesthesia oral	OFFSIDES
doxepin	aneurysm	OFFSIDES
doxepin	ill-defined disorder	OFFSIDES
doxepin	blood triglycerides increased	OFFSIDES
doxepin	blood phosphorus decreased	OFFSIDES
doxepin	cellulitis	OFFSIDES
doxepin	increased bronchial secretion	OFFSIDES
doxepin	mental disorder	OFFSIDES
doxepin	joint stiffness	OFFSIDES
doxepin	atelectasis	OFFSIDES
doxepin	extrasystoles	OFFSIDES
doxepin	osteomyelitis	OFFSIDES
doxepin	pyelonephritis	OFFSIDES
doxepin	neuropathy peripheral	OFFSIDES
doxepin	tardive dyskinesia	OFFSIDES
doxepin	ear infection	OFFSIDES
doxepin	dermatitis contact	SIDER
doxepin	body temperature increased	OFFSIDES
doxepin	speech disorder	OFFSIDES
doxepin	cardiogenic shock	OFFSIDES
doxepin	hypoaesthesia	OFFSIDES
doxepin	asthma	OFFSIDES
doxepin	hyperphosphataemia	OFFSIDES
doxepin	amnesia	OFFSIDES
doxepin	abdominal discomfort	OFFSIDES
doxepin	dental caries	OFFSIDES
doxepin	bipolar i disorder	OFFSIDES
doxepin	hyperventilation	OFFSIDES
doxepin	crying	OFFSIDES
doxepin	breast enlargement	OFFSIDES
doxepin	major depression	OFFSIDES
doxepin	fluid overload	OFFSIDES
doxepin	acute myocardial infarction	OFFSIDES
doxepin	rash generalised	OFFSIDES
doxepin	bone disorder	OFFSIDES
doxepin	vulvovaginal dryness	OFFSIDES
doxepin	drug hypersensitivity	OFFSIDES
doxepin	influenza like illness	OFFSIDES
doxepin	blood prolactin increased	OFFSIDES
doxepin	tendon disorder	OFFSIDES
doxepin	acne	OFFSIDES
doxepin	antisocial behaviour	OFFSIDES
doxepin	cognitive disorder	OFFSIDES
doxepin	polyneuropathy	OFFSIDES
doxepin	psoriasis	OFFSIDES
doxepin	hypertonia	OFFSIDES
doxepin	prostatitis	OFFSIDES
doxepin	neuroleptic malignant syndrome	OFFSIDES
doxepin	acute coronary syndrome	OFFSIDES
doxepin	temperature intolerance	OFFSIDES
doxepin	pleurisy	OFFSIDES
doxepin	cardiac murmur	OFFSIDES
doxepin	punctate keratitis	OFFSIDES
doxepin	hypomania	OFFSIDES
doxepin	emotional disorder	OFFSIDES
doxepin	skin hypertrophy	OFFSIDES
doxepin	retinal degeneration	OFFSIDES
doxepin	throat tightness	OFFSIDES
doxepin	road traffic accident	OFFSIDES
doxepin	cholecystitis	OFFSIDES
doxepin	gastrointestinal perforation	OFFSIDES
doxepin	drug ineffective	OFFSIDES
doxepin	blepharitis	OFFSIDES
doxepin	oral herpes	OFFSIDES
doxepin	micturition urgency	OFFSIDES
doxepin	gingival pain	OFFSIDES
doxepin	libido increased	OFFSIDES
doxepin	electrocardiogram qt prolonged	OFFSIDES
doxepin	iron deficiency anaemia	OFFSIDES
doxepin	gynaecomastia	OFFSIDES
doxepin	panic attack	OFFSIDES
doxepin	skin lesion	OFFSIDES
doxepin	productive cough	OFFSIDES
doxepin	vulvovaginal candidiasis	OFFSIDES
terbutaline	ascites	OFFSIDES
terbutaline	tenosynovitis	OFFSIDES
terbutaline	hypoxia	OFFSIDES
terbutaline	emphysema	OFFSIDES
terbutaline	prothrombin level decreased	OFFSIDES
terbutaline	anuria	OFFSIDES
terbutaline	colitis	OFFSIDES
terbutaline	bronchitis	OFFSIDES
terbutaline	encephalopathy	OFFSIDES
terbutaline	lung infection	OFFSIDES
terbutaline	electrocardiogram st segment depression	OFFSIDES
terbutaline	rhabdomyolysis	OFFSIDES
terbutaline	sinusitis	OFFSIDES
terbutaline	clostridium difficile colitis	OFFSIDES
terbutaline	international normalised ratio increased	OFFSIDES
terbutaline	brain oedema	OFFSIDES
terbutaline	lymphoma	OFFSIDES
terbutaline	diplopia	OFFSIDES
terbutaline	rhinitis	OFFSIDES
terbutaline	hepatocellular injury	OFFSIDES
terbutaline	hypotonia	OFFSIDES
terbutaline	cardiac failure	OFFSIDES
terbutaline	polyuria	OFFSIDES
terbutaline	cyanosis	OFFSIDES
terbutaline	menstrual disorder	OFFSIDES
terbutaline	acidosis	OFFSIDES
terbutaline	duodenitis	OFFSIDES
terbutaline	status epilepticus	OFFSIDES
terbutaline	adrenal insufficiency	OFFSIDES
terbutaline	renal tubular necrosis	OFFSIDES
terbutaline	cough	OFFSIDES
terbutaline	skin discolouration	OFFSIDES
terbutaline	withdrawal syndrome	OFFSIDES
terbutaline	gangrene	OFFSIDES
terbutaline	pleural effusion	OFFSIDES
terbutaline	diverticulitis	OFFSIDES
terbutaline	lacrimation increased	OFFSIDES
terbutaline	transaminases increased	OFFSIDES
terbutaline	dermatitis bullous	OFFSIDES
terbutaline	phlebitis	OFFSIDES
terbutaline	priapism	OFFSIDES
terbutaline	rales	OFFSIDES
terbutaline	skin striae	OFFSIDES
terbutaline	lung infiltration	OFFSIDES
terbutaline	peritonitis	OFFSIDES
terbutaline	erythema of eyelid	OFFSIDES
terbutaline	atelectasis	OFFSIDES
terbutaline	arrhythmia	OFFSIDES
terbutaline	angiopathy	OFFSIDES
terbutaline	motion sickness	OFFSIDES
terbutaline	asthma	OFFSIDES
terbutaline	unintended pregnancy	OFFSIDES
terbutaline	optic neuritis	OFFSIDES
terbutaline	hepatic failure	OFFSIDES
terbutaline	hepatic necrosis	OFFSIDES
terbutaline	deafness	OFFSIDES
terbutaline	atrioventricular block	OFFSIDES
terbutaline	mucous membrane disorder	OFFSIDES
terbutaline	cushing's syndrome	OFFSIDES
terbutaline	intestinal perforation	OFFSIDES
terbutaline	acne	OFFSIDES
terbutaline	cognitive disorder	OFFSIDES
terbutaline	psoriasis	OFFSIDES
terbutaline	respiratory disorder	OFFSIDES
terbutaline	pericardial effusion	OFFSIDES
terbutaline	cardiac murmur	OFFSIDES
terbutaline	blood potassium decreased	OFFSIDES
terbutaline	duodenal ulcer	OFFSIDES
terbutaline	eye pruritus	OFFSIDES
terbutaline	prostatic disorder	OFFSIDES
terbutaline	respiratory failure	OFFSIDES
terbutaline	abdominal pain	OFFSIDES
terbutaline	angioedema	OFFSIDES
terbutaline	septic shock	OFFSIDES
terbutaline	injection site inflammation	OFFSIDES
terbutaline	iron deficiency anaemia	OFFSIDES
terbutaline	pulmonary hypertension	OFFSIDES
terbutaline	productive cough	OFFSIDES
terazosin	transient ischaemic attack	OFFSIDES
terazosin	bipolar disorder	OFFSIDES
terazosin	miosis	SIDER
terazosin	haemorrhoids	OFFSIDES
terazosin	hypomagnesaemia	OFFSIDES
terazosin	arthritis	OFFSIDES
terazosin	hyperkeratosis	OFFSIDES
terazosin	basal cell carcinoma	OFFSIDES
terazosin	hypoxia	OFFSIDES
terazosin	nephrolithiasis	OFFSIDES
terazosin	emphysema	OFFSIDES
terazosin	bacteraemia	OFFSIDES
terazosin	pain of skin	OFFSIDES
terazosin	osteoarthritis	OFFSIDES
terazosin	cardiovascular disorder	OFFSIDES
terazosin	anuria	OFFSIDES
terazosin	anxiety	OFFSIDES
terazosin	disturbance in attention	OFFSIDES
terazosin	actinic keratosis	OFFSIDES
terazosin	asthenopia	OFFSIDES
terazosin	nasopharyngitis	OFFSIDES
terazosin	tension headache	OFFSIDES
terazosin	rhabdomyolysis	OFFSIDES
terazosin	blood creatinine increased	OFFSIDES
terazosin	balance disorder	OFFSIDES
terazosin	herpes zoster	OFFSIDES
terazosin	clostridium difficile colitis	OFFSIDES
terazosin	international normalised ratio increased	OFFSIDES
terazosin	pollakiuria	OFFSIDES
terazosin	flatulence	OFFSIDES
terazosin	brain oedema	OFFSIDES
terazosin	diplopia	OFFSIDES
terazosin	incontinence	OFFSIDES
terazosin	blood potassium increased	OFFSIDES
terazosin	cardiomyopathy	OFFSIDES
terazosin	polyuria	OFFSIDES
terazosin	non-cardiac chest pain	OFFSIDES
terazosin	appendicitis	OFFSIDES
terazosin	excoriation	OFFSIDES
terazosin	duodenitis	OFFSIDES
terazosin	cyst	OFFSIDES
terazosin	intermittent claudication	OFFSIDES
terazosin	atrial fibrillation	SIDER
terazosin	hypersensitivity	SIDER
terazosin	blood glucose decreased	OFFSIDES
terazosin	cough	OFFSIDES
terazosin	gastroenteritis	OFFSIDES
terazosin	pulmonary congestion	OFFSIDES
terazosin	respiratory tract congestion	OFFSIDES
terazosin	tinnitus	OFFSIDES
terazosin	gout	OFFSIDES
terazosin	lethargy	OFFSIDES
terazosin	blood disorder	OFFSIDES
terazosin	laceration	OFFSIDES
terazosin	impaired healing	OFFSIDES
terazosin	nocturia	OFFSIDES
terazosin	dehydration	OFFSIDES
terazosin	rhonchi	OFFSIDES
terazosin	cold sweat	OFFSIDES
terazosin	priapism	SIDER
terazosin	rales	OFFSIDES
terazosin	atrioventricular block first degree	OFFSIDES
terazosin	paraesthesia oral	OFFSIDES
terazosin	urinary tract disorder	OFFSIDES
terazosin	hernia	OFFSIDES
terazosin	hyperhidrosis	OFFSIDES
terazosin	lung infiltration	OFFSIDES
terazosin	blood triglycerides increased	OFFSIDES
terazosin	cataract	OFFSIDES
terazosin	cellulitis	OFFSIDES
terazosin	mental disorder	OFFSIDES
terazosin	bradycardia	OFFSIDES
terazosin	flank pain	OFFSIDES
terazosin	atelectasis	OFFSIDES
terazosin	penis disorder	OFFSIDES
terazosin	pneumothorax	OFFSIDES
terazosin	extrasystoles	OFFSIDES
terazosin	osteomyelitis	OFFSIDES
terazosin	cerebral ischaemia	OFFSIDES
terazosin	oliguria	OFFSIDES
terazosin	anaphylactic shock	SIDER
terazosin	sinus bradycardia	OFFSIDES
terazosin	ear infection	OFFSIDES
terazosin	atrial flutter	OFFSIDES
terazosin	gastrointestinal disorder	OFFSIDES
terazosin	arrhythmia	OFFSIDES
terazosin	angiopathy	OFFSIDES
terazosin	thrombocytopenia	SIDER
terazosin	hypoaesthesia	OFFSIDES
terazosin	blood urine present	OFFSIDES
terazosin	abdominal discomfort	OFFSIDES
terazosin	eczema	OFFSIDES
terazosin	oropharyngeal pain	OFFSIDES
terazosin	myelitis	OFFSIDES
terazosin	supraventricular tachycardia	OFFSIDES
terazosin	fluid overload	OFFSIDES
terazosin	acute myocardial infarction	OFFSIDES
terazosin	tooth infection	OFFSIDES
terazosin	deafness	OFFSIDES
terazosin	bone disorder	OFFSIDES
terazosin	dysphonia	OFFSIDES
terazosin	cushing's syndrome	OFFSIDES
terazosin	application site pruritus	OFFSIDES
terazosin	hypertonia	OFFSIDES
terazosin	prostatitis	OFFSIDES
terazosin	azotaemia	OFFSIDES
terazosin	fatigue	OFFSIDES
terazosin	pericardial effusion	OFFSIDES
terazosin	bone pain	OFFSIDES
terazosin	cardiac murmur	OFFSIDES
terazosin	hypokalaemia	OFFSIDES
terazosin	anaemia	OFFSIDES
terazosin	alopecia	OFFSIDES
terazosin	breath sounds abnormal	OFFSIDES
terazosin	pallor	OFFSIDES
terazosin	prostatic disorder	OFFSIDES
terazosin	cholecystitis	OFFSIDES
terazosin	respiratory failure	OFFSIDES
terazosin	drug ineffective	OFFSIDES
terazosin	angioedema	SIDER
terazosin	faeces discoloured	OFFSIDES
terazosin	micturition urgency	OFFSIDES
terazosin	delusion	OFFSIDES
terazosin	blood urea increased	OFFSIDES
terazosin	arteriosclerosis	OFFSIDES
terazosin	musculoskeletal discomfort	OFFSIDES
terazosin	gynaecomastia	OFFSIDES
terazosin	pulmonary hypertension	OFFSIDES
terazosin	epistaxis	OFFSIDES
terazosin	skin lesion	OFFSIDES
terazosin	ischaemia	OFFSIDES
clindamycin	transient ischaemic attack	OFFSIDES
clindamycin	mania	OFFSIDES
clindamycin	blood lactate dehydrogenase increased	OFFSIDES
clindamycin	periodontitis	OFFSIDES
clindamycin	atrioventricular block complete	OFFSIDES
clindamycin	bipolar disorder	OFFSIDES
clindamycin	asthenia	OFFSIDES
clindamycin	haemorrhoids	OFFSIDES
clindamycin	hypomagnesaemia	OFFSIDES
clindamycin	movement disorder	OFFSIDES
clindamycin	ascites	OFFSIDES
clindamycin	arthritis	OFFSIDES
clindamycin	hyperkeratosis	OFFSIDES
clindamycin	depressed level of consciousness	OFFSIDES
clindamycin	basal cell carcinoma	OFFSIDES
clindamycin	hypoxia	OFFSIDES
clindamycin	nasal congestion	OFFSIDES
clindamycin	nephrolithiasis	OFFSIDES
clindamycin	emphysema	OFFSIDES
clindamycin	bacteraemia	OFFSIDES
clindamycin	pain of skin	SIDER
clindamycin	osteoarthritis	OFFSIDES
clindamycin	anuria	OFFSIDES
clindamycin	cheilitis	OFFSIDES
clindamycin	colitis	SIDER
clindamycin	anxiety	OFFSIDES
clindamycin	dry eye	OFFSIDES
clindamycin	chest pain	OFFSIDES
clindamycin	actinic keratosis	OFFSIDES
clindamycin	lung infection	OFFSIDES
clindamycin	breast tenderness	OFFSIDES
clindamycin	blood creatinine increased	OFFSIDES
clindamycin	balance disorder	OFFSIDES
clindamycin	abscess	OFFSIDES
clindamycin	sinusitis	OFFSIDES
clindamycin	clostridium difficile colitis	OFFSIDES
clindamycin	stevens-johnson syndrome	OFFSIDES
clindamycin	international normalised ratio increased	OFFSIDES
clindamycin	pollakiuria	OFFSIDES
clindamycin	brain oedema	OFFSIDES
clindamycin	rhinitis	OFFSIDES
clindamycin	incontinence	OFFSIDES
